,companyname,positionname,salary,city,district,education,workyear,financestage,companysize,industryfield,workdescribe
300,华亿创新,运维开发工程师,10k-15k,成都,武侯区,本科,1-3年,A轮,15-50人,企业服务,
301,天象互动,PHP开发工程师,10k-20k,成都,高新区,大专,3-5年,不需要融资,500-2000人,"移动互联网,游戏",
302,四川长虹电器股份有限公司,WEB应用防火墙架构师（高级）,9k-18k,成都,高新区,本科,3-5年,上市公司,2000人以上,硬件,
303,字节跳动,后台研发工程师,20k-40k,成都,高新区,本科,3-5年,C轮,2000人以上,"移动互联网,数据服务",
304,数联易康科技,数据分析师,8k-12k,成都,高新区,本科,1-3年,A轮,50-150人,"数据服务,医疗健康",
305,千城数智,运维工程师,4k-8k,成都,青羊区,大专,1-3年,B轮,50-150人,"移动互联网,O2O",
306,颠峰科创,测试开发,7k-12k,成都,高新区,本科,3-5年,未融资,15-50人,"移动互联网,企业服务",
307,金数据,Web开发工程师,14k-22k,成都,高新区,本科,1-3年,不需要融资,15-50人,企业服务,
308,普诺思博科技,全栈工程师,8k-10k,成都,郫县,大专,1-3年,不需要融资,15-50人,硬件,
309,腾讯,MIG03-AI评价优化高级工程师（成都）,18k-36k,成都,武侯区,硕士,3-5年,上市公司,2000人以上,"移动互联网 ,游戏",
310,成都第二梦,AI开发工程师,20k-30k,成都,武侯区,本科,1-3年,上市公司,15-50人,"游戏,移动互联网",
311,融慧金科,JAVA研发工程师,10k-20k,成都,武侯区,本科,不限,A轮,50-150人,"金融,数据服务",
312,咕咚,后端高级开发工程师,12k-18k,成都,高新区,本科,3-5年,C轮,150-500人,移动互联网,
313,BBD,Java工程师,10k-15k,成都,高新区,本科,3-5年,C轮,150-500人,"电子商务,数据服务",
314,汽车智能互联先驱、改变汽车生活,高级运维工程师,10k-20k,成都,高新区,本科,3-5年,未融资,50-150人,"移动互联网,企业服务",
315,四川长虹电器股份有限公司,高级系统工程师,10K-20K,成都,高新区,本科,3-5年,上市公司,2000人以上,硬件,
316,字节跳动,前端开发leader-成都,30k-60k,成都,武侯区,本科,不限,C轮,2000人以上,"移动互联网,数据服务",
317,咕咚,BI工程师,12k-18k,成都,,本科,1-3年,C轮,150-500人,移动互联网,
318,微软亚太研发集团,研发工程师,10K-20K,成都,高新区,本科,3-5年,上市公司,2000人以上,"移动互联网,数据服务",
319,忆享科技,AI开发工程师,20k-30k,成都,双流区,本科,3-5年,不需要融资,50-150人,"移动互联网,企业服务",
320,Gridsum 国双,大数据研发工程师（成都）,14k-20k,成都,高新区,本科,3-5年,上市公司,500-2000人,"数据服务,企业服务",
321,深圳普惠快信金融服务有限公司,数据分析师,5k-10k,成都,武侯区,本科,1-3年,未融资,2000人以上,金融,
322,帆倍科技,中高级java开发,7k-10k,成都,高新区,大专,3-5年,未融资,15-50人,电子商务、移动互联网,
323,透云科技,区块链测试工程师,8k-15k,成都,高新区,大专,不限,上市公司,500-2000人,"移动互联网,数据服务",
324,无糖信息,初级数据分析师,4k-7k,成都,高新区,本科,1年以下,天使轮,15-50人,"信息安全,数据服务",
325,迅鳐成都科技,前端开发工程师,10k-12k,成都,高新区,本科,3-5年,不需要融资,15-50人,"信息安全,移动互联网",
326,中药材诚实通,BI工程师,10k-20k,成都,青羊区,大专,1-3年,A轮,150-500人,"移动互联网,电子商务",
327,Camera360,机器学习研发工程师,15k-25k,成都,高新区,硕士,1-3年,B轮,150-500人,移动互联网,
328,比特大陆,数据研发工程师-成都-01302,15k-30k,成都,高新区,本科,3-5年,不需要融资,150-500人,"移动互联网,硬件",
329,Face++,算法工程师(成都),20k-30k,成都,郫县,本科,不限,C轮,500-2000人,"移动互联网,硬件",
330,咕咚,后端开发工程师（海外版）,12k-20k,成都,高新区,本科,1-3年,C轮,150-500人,移动互联网,
331,Gridsum 国双,运维开发工程师,12k-18k,成都,高新区,本科,3-5年,上市公司,500-2000人,"数据服务,企业服务",
332,透云科技,区块链开发工程师,8k-15k,成都,高新区,本科,1-3年,上市公司,500-2000人,"移动互联网,数据服务",
333,视达科,运维项目经理,4k-6k,成都,武侯区,大专,1-3年,上市公司,150-500人,移动互联网,
334,奇新科技,Web后端开发工程师,8k-15k,成都,高新区,硕士,3-5年,天使轮,50-150人,移动互联网,
335,四方伟业,高级web前端开发工程师（React）,15k-25k,成都,武侯区,本科,3-5年,不需要融资,500-2000人,移动互联网,
336,多益网络,高级运维工程师,15k-25k,成都,高新区,本科,5-10年,不需要融资,500-2000人,"移动互联网,游戏",
337,K2DATA,数据科学家,24k-34k,成都,高新区,硕士,不限,B轮,50-150人,数据服务,
338,壹品互娱,游戏服务器程序,5k-10k,成都,高新区,大专,不限,天使轮,15-50人,"移动互联网,游戏",
339,校精灵,Node.js 开发工程师,10k-20k,成都,高新区,本科,1年以下,天使轮,50-150人,"企业服务,教育",
340,清数科技,高级测试工程师,8k-15k,成都,高新区,本科,3-5年,未融资,50-150人,"移动互联网,数据服务",
341,天上友嘉,游戏服务器程序（实习）,2k-4k,成都,青羊区,大专,不限,不需要融资,150-500人,游戏,
342,因诺维特科技,测试工程师,5k-6k,成都,高新区,大专,1-3年,未融资,15-50人,移动互联网 电子商务,
343,佳华物链云,图像算法工程师,15k-30k,成都,武侯区,本科,不限,不需要融资,150-500人,移动互联网 数据服务,
344,喜马拉雅,Java开发工程师（成都运研中心）,10k-20k,成都,成华区,本科,1-3年,D轮及以上,500-2000人,"移动互联网,文化娱乐",
345,咕咚,算法工程师,12k-22k,成都,高新区,本科,1-3年,C轮,150-500人,移动互联网,
346,Gridsum 国双,资深大数据平台研发工程师,15k-25k,成都,高新区,本科,3-5年,上市公司,500-2000人,"数据服务,企业服务",
347,视达科,运维工程师,4k-6k,成都,武侯区,大专,1-3年,上市公司,150-500人,移动互联网,
348,K2DATA,数据分析师,12k-20k,成都,高新区,本科,不限,B轮,50-150人,数据服务,
349,清数科技,数据分析工程师,8k-15k,成都,高新区,本科,3-5年,未融资,50-150人,"移动互联网,数据服务",
350,校精灵,后端开发工程师,8k-16k,成都,高新区,本科,1年以下,天使轮,50-150人,"企业服务,教育",
351,成都之维安科技股份有限公司,高级C++工程师,10k-15k,成都,武侯区,本科,3-5年,上市公司,150-500人,"移动互联网,电子商务",
352,奥诚科技,渗透测试工程师,6k-8k,成都,武侯区,本科,1-3年,未融资,50-150人,信息安全,
353,天泽智云,高级软件工程师,15k-25k,成都,高新区,本科,5-10年,A轮,50-150人,企业服务,
354,香甜网络,前端开发工程师,15k-20k,成都,武侯区,本科,3-5年,未融资,少于15人,"移动互联网,电子商务",
355,知道创宇,技术支持工程师,8k-15k,成都,高新区,本科,1-3年,C轮,500-2000人,信息安全,
356,简途旅行,运维工程师,10k-15k,成都,高新区,大专,1-3年,A轮,50-150人,"旅游,移动互联网",
357,优家购,数据分析（数据开发）,6k-12k,成都,高新区,本科,不限,不需要融资,150-500人,"移动互联网,电子商务",
358,中信网科,数据工程师,9k-15k,成都,高新区,本科,1-3年,不需要融资,500-2000人,金融,
359,智库2861,算法工程师,10k-20k,成都,高新区,本科,1-3年,天使轮,15-50人,"数据服务,移动互联网",
360,视达科,大数据软件测试工程师,5k-7k,成都,武侯区,本科,1-3年,上市公司,150-500人,移动互联网,
361,HanSight成都研发中心,机器学习算法工程师（安全分析）,15k-30k,成都,高新区,硕士,1-3年,B轮,50-150人,"企业服务,数据服务",
362,成都市米彩科技有限公司,数据增长分析师,8k-12k,成都,高新区,大专,3-5年,不需要融资,150-500人,"移动互联网,生活服务",
363,智艺创想,PHP中级,6k-10k,成都,高新区,大专,1-3年,天使轮,50-150人,"移动互联网,企业服务",
364,壹创天下,大数据开发工程师,9k-14k,成都,高新区,本科,1-3年,不需要融资,50-150人,移动互联网,
365,DATATOM,云计算研发工程师,11k-22k,成都,武侯区,本科,1-3年,B轮,150-500人,"企业服务,数据服务",
366,猪八戒网,数据科学家,15k-25k,成都,武侯区,硕士,3-5年,C轮,2000人以上,"企业服务,硬件",
367,天府·星空购物集团,Web前端工程师,6k-10k,成都,高新区,本科,3-5年,不需要融资,150-500人,电子商务,
368,智元汇,软件测试工程师,5k-9k,成都,,本科,1-3年,不需要融资,50-150人,广告营销,
369,翼动无疆,数据分析师,5k-8k,成都,锦江区,本科,1-3年,未融资,50-150人,移动互联网,
370,容联七陌,NLP机器学习工程师（成都）,20k-35k,成都,高新区,本科,3-5年,D轮及以上,150-500人,移动互联网,
371,棱镜七彩,高级爬虫工程师,18k-25k,成都,高新区,本科,3-5年,天使轮,15-50人,信息安全,
372,TYRIA,高级测试工程师,8k-14k,成都,高新区,大专,3-5年,天使轮,50-150人,"移动互联网,游戏",
373,二次元动漫,后端工程师,8k-15k,成都,高新区,本科,1-3年,不需要融资,150-500人,"移动互联网,文化娱乐",
374,飞鱼科技,平台工具开发工程师（Go方向）,5k-10k,成都,武侯区,不限,1-3年,上市公司,150-500人,游戏,
375,视达科,大数据系统开发工程师,10k-20k,成都,高新区,本科,3-5年,上市公司,150-500人,移动互联网,
376,DATATOM,测试工程师,6k-10k,成都,武侯区,本科,1-3年,B轮,150-500人,"企业服务,数据服务",
377,容联七陌,大数据工程师（成都）,20k-35k,成都,高新区,本科,3-5年,D轮及以上,150-500人,移动互联网,
378,翼动无疆,图像处理工程师,8k-15k,成都,锦江区,本科,3-5年,未融资,50-150人,移动互联网,
379,棱镜七彩,爬虫工程师,12k-20k,成都,高新区,本科,1-3年,天使轮,15-50人,信息安全,
380,二次元动漫,后端开发工程师,8k-15k,成都,高新区,本科,1-3年,不需要融资,150-500人,"移动互联网,文化娱乐",
381,飞鱼科技,平台工具开发工程师（Go方向）,5k-10k,成都,高新区,本科,1-3年,上市公司,150-500人,游戏,
382,图数科技,c++开发工程师,8k-15k,成都,高新区,大专,1-3年,不需要融资,15-50人,"移动互联网,数据服务",
383,容和通科技,大数据开发工程师,8k-15k,成都,高新区,本科,不限,未融资,15-50人,"移动互联网,数据服务",
384,朗驰欣创,测试工程师,8k-12k,成都,高新区,本科,3-5年,上市公司,150-500人,"移动互联网,硬件",
385,电科华云,中级云计算开发工程师,8k-12k,成都,高新区,本科,3-5年,A轮,150-500人,"移动互联网,数据服务",
386,维塔士,引擎工具程序员（Tool Programmer）,10k-20k,成都,青羊区,本科,3-5年,B轮,500-2000人,游戏,
387,嗨学网,高级运维工程师,10k-20k,成都,成华区,本科,5-10年,D轮及以上,500-2000人,教育,
388,风际游戏,运维工程师,11k-17k,成都,高新区,本科,3-5年,未融资,150-500人,"移动互联网,游戏",
389,成都优译信息技术,JAVA后端开发,7k-9k,成都,武侯区,大专,3-5年,A轮,50-150人,"移动互联网,数据服务",
390,DATATOM,存储研发工程师,11k-22k,成都,武侯区,本科,1-3年,B轮,150-500人,"企业服务,数据服务",
391,翼动无疆,软件测试工程师,3k-6k,成都,锦江区,大专,1-3年,未融资,50-150人,移动互联网,
392,朗驰欣创,JAVA工程师,8k-12k,成都,高新区,本科,1-3年,上市公司,150-500人,"移动互联网,硬件",
393,电科华云,高级云计算开发工程师,10k-18k,成都,高新区,本科,5-10年,A轮,150-500人,"移动互联网,数据服务",
394,维塔士,3D Technical Artist,3k-5k,成都,青羊区,本科,1-3年,B轮,500-2000人,游戏,
395,成都优译信息技术,JAVA软件工程师,9k-12k,成都,武侯区,本科,1-3年,A轮,50-150人,"移动互联网,数据服务",
396,Ubisoft 育碧成都,游戏程序员,10k-20k,成都,高新区,不限,不限,上市公司,2000人以上,游戏,
397,思晗科技,图像算法工程师,15k-20k,成都,高新区,硕士,3-5年,上市公司,50-150人,其他,
398,世纪顶点,web前端工程师,5k-8k,成都,武侯区,本科,1年以下,不需要融资,50-150人,"信息安全,移动互联网",
399,珠海宽德科技有限公司,金融数据系统开发工程师,13k-26k,成都,郫县,本科,不限,未融资,15-50人,金融,
400,蓝景智能,中级测试工程师,6k-8k,成都,成华区,本科,1-3年,天使轮,15-50人,"金融,数据服务",
401,道引科技,后端开发,8k-12k,成都,武侯区,大专,3-5年,未融资,15-50人,"电子商务,O2O",
402,中电进出口,算法工程师3：图像分析,15k-29k,成都,高新区,本科,3-5年,不需要融资,500-2000人,信息安全,
403,云晖科技,高级服务端软件工程师(Golang),8k-16k,成都,高新区,本科,3-5年,上市公司,150-500人,"移动互联网,游戏",
404,任我行软件,运维安全工程师,5k-10k,成都,高新区,本科,1-3年,不需要融资,500-2000人,"移动互联网,企业服务",
405,电科华云,数据工程师,10k-18k,成都,高新区,本科,3-5年,A轮,150-500人,"移动互联网,数据服务",
406,维塔士,3D Character Rigger_角色绑定师,10k-20k,成都,青羊区,大专,1-3年,B轮,500-2000人,游戏,
407,思晗科技,图像算法工程师,14k-18k,成都,高新区,本科,3-5年,上市公司,50-150人,其他,
408,中电进出口,Web前端开发—成都研发（高级岗）,15k-25k,成都,高新区,本科,3-5年,不需要融资,500-2000人,信息安全,
409,人大金仓,软件测试工程师,8k-15k,成都,高新区,本科,3-5年,不需要融资,150-500人,数据服务,
410,播了么,运维工程师,10k-16k,成都,高新区,本科,1-3年,D轮及以上,500-2000人,"移动互联网,广告营销",
411,奇新科技,AI研发工程师,10k-20k,成都,武侯区,本科,3-5年,天使轮,50-150人,移动互联网,
412,掌中全景,深度学习算法工程师,7k-14k,成都,高新区,硕士,1-3年,未融资,50-150人,移动互联网,
413,大淘客,BI工程师（数据分析方向）,10k-15k,成都,高新区,大专,3-5年,不需要融资,150-500人,"移动互联网,电子商务",
414,三象合科技,.net开发,6k-12k,成都,高新区,本科,1-3年,未融资,少于15人,"移动互联网,社交网络",
415,中企动力,数据挖掘工程师,8k-15k,成都,成华区,大专,3-5年,上市公司,2000人以上,"电子商务,移动互联网",
416,思湃德,气象算法工程师,6k-12k,成都,高新区,本科,不限,未融资,15-50人,"数据服务,移动互联网",
417,中森云链,前端开发工程师,8k-11k,成都,高新区,本科,1-3年,天使轮,50-150人,"移动互联网,人工智能",
418,铁皮人科技,高级JAVA开发工程师,15k-25k,成都,高新区,本科,3-5年,A轮,50-150人,"移动互联网,文化娱乐",
419,朗驰欣创,测试工程师（资深）,12k-18k,成都,高新区,本科,5-10年,上市公司,150-500人,"移动互联网,硬件",
420,维塔士,资深3D角色绑定师,6k-10k,成都,青羊区,本科,3-5年,B轮,500-2000人,游戏,
421,中电进出口,算法工程师：文本分析,15k-25k,成都,高新区,本科,1-3年,不需要融资,500-2000人,信息安全,
422,奇新科技,AI算法工程师,10k-20k,成都,武侯区,硕士,不限,天使轮,50-150人,移动互联网,
423,中企动力,运维工程师,8k-12k,成都,成华区,大专,1-3年,上市公司,2000人以上,"电子商务,移动互联网",
424,易电云商,测试工程师,8k-12k,成都,锦江区,本科,1-3年,A轮,50-150人,其他,
425,蚂蚁金服集团,开发及测试开发及SRE岗,25k-50k,成都,高新区,本科,3-5年,B轮,2000人以上,"金融,移动互联网",
426,聚美优品,测试工程师,7k-12k,成都,高新区,本科,1-3年,上市公司,2000人以上,电子商务,
427,成都九洲,C++软件工程师,9k-18k,成都,高新区,本科,3-5年,上市公司,150-500人,"信息安全,其他",
428,四川百旺金赋科技有限公司,运维工程师,5k-9k,成都,武侯区,大专,1-3年,未融资,150-500人,"信息安全,数据服务",
429,新网银行,业务运维工程师,10k-20k,成都,高新区,本科,5-10年,不需要融资,150-500人,金融,
430,成都启迪,Golang研发工程师,8k-15k,成都,武侯区,不限,1-3年,不需要融资,15-50人,"移动互联网,医疗健康",
431,深圳普惠快信金融服务有限公司,数据建模师,10k-18k,成都,武侯区,本科,1-3年,未融资,2000人以上,金融,
432,成都道融世纪,运维工程师,5k-8k,成都,高新区,本科,3-5年,A轮,50-150人,"移动互联网,金融",
433,华生恒业,技术经理,15k-25k,成都,青羊区,本科,5-10年,C轮,500-2000人,"医疗健康,移动互联网",
434,网信集团,数据库开发工程师,5k-8k,成都,青羊区,本科,3-5年,不需要融资,2000人以上,"移动互联网,金融",
435,中企动力,自动化测试工程师,6k-12k,成都,成华区,大专,1-3年,上市公司,2000人以上,"电子商务,移动互联网",
436,新网银行,系统运维岗（云计算方向）,10k-20k,成都,高新区,本科,3-5年,不需要融资,150-500人,金融,
437,成都启迪,测试工程师,6k-12k,成都,武侯区,本科,1-3年,不需要融资,15-50人,"移动互联网,医疗健康",
438,东方盛行,高级测试工程师,10k-15k,成都,高新区,本科,3-5年,未融资,50-150人,"移动互联网,文化娱乐",
439,成都康赛,测试工程师,5k-8k,成都,成华区,大专,1-3年,未融资,150-500人,"教育,数据服务",
440,万益能源,数据分析师,14k-20k,成都,武侯区,本科,5-10年,不需要融资,50-150人,"企业服务,数据服务",
441,四川长虹电器股份有限公司,图像算法工程师,8k-15k,成都,高新区,本科,1-3年,上市公司,2000人以上,硬件,
442,国广视界,Android系统开发工程师,10k-15k,成都,高新区,本科,3-5年,天使轮,15-50人,硬件,
443,子奇科技,PHP开发工程师,7k-10k,成都,高新区,本科,1-3年,未融资,15-50人,移动互联网,
444,妥妥递,信息安全高级工程师\架构师,15k-30k,成都,锦江区,大专,3-5年,A轮,50-150人,"信息安全,数据服务",
445,艾尔伯特,高级仿真工程师,6k-11k,成都,武侯区,本科,1-3年,不需要融资,15-50人,"数据服务,硬件",
446,思特奇Si-tech,数据挖掘工程师,8k-16k,成都,高新区,本科,1-3年,上市公司,2000人以上,数据服务,
447,天广汇通,软件工程师,10k-20k,成都,高新区,本科,3-5年,不需要融资,50-150人,"信息安全,数据服务",
448,登临科技,深度学习应用算法工程师,15k-30k,成都,高新区,本科,3-5年,A轮,50-150人,"区块链,人工智能",
449,柠檬科技,高级运维工程师,12k-20k,成都,武侯区,本科,5-10年,天使轮,150-500人,金融,
